#	id	0
,	PUNCT
was	AUX
set	VERB
in	ADP
and	CCONJ
partially	ADV
filmed	VERB
at	ADP
the	DET
prison	NOUN
.	PUNCT

#	id	11
in	ADP
1	NUM
,	PUNCT
the	DET
company	NOUN
produced	VERB
watchmen	PROPN
,	PUNCT
an	DET
adaptation	NOUN
of	ADP
the	DET
dc	PROPN
comics	NOUN
limited	VERB
series	PROPN
watchmen	PROPN
.	PUNCT

#	id	12
a	DET
nickname	NOUN
given	VERB
by	ADP
hobbyist	NOUN
for	ADP
yokomo	NOUN

#	id	13
lsh	PROPN
was	AUX
started	VERB
from	ADP
scratch	NOUN
and	CCONJ
predates	VERB
openssh	NOUN
.	PUNCT

#	id	14
in	ADP
the	DET
late	ADJ
1s	NOUN
,	PUNCT
he	PRON
engineered	VERB
several	ADJ
albums	NOUN
with	ADP
roy	PROPN
thomas	PROPN
baker	PROPN
,	PUNCT
eventually	ADV
leaving	VERB
in	ADP
the	DET
1s	NOUN
to	PART
become	VERB
a	DET
full	ADJ
time	NOUN
producer	NOUN
.	PUNCT

#	id	15
it	PRON
is	AUX
suspected	VERB
that	SCONJ
this	DET
village	NOUN
has	AUX
undergone	VERB
a	DET
name	NOUN
change	NOUN
or	CCONJ
no	ADV
longer	ADV
exists	VERB
,	PUNCT
as	SCONJ
no	DET
azerbaijan	ADJ
website	NOUN
mentions	VERB
it	PRON
under	ADP
this	DET
name	NOUN
.	PUNCT

#	id	16
elon	PROPN
was	AUX
born	VERB
in	ADP
jerusalem	PROPN
in	ADP
1	NUM
.	PUNCT

#	id	17
brev	PROPN
til	ADV
et	PROPN
menneske	PROPN
on	ADP
gyldendal	NOUN
norsk	PROPN
forlag	PROPN
in	ADP
1	NUM
.	PUNCT

#	id	18
he	PRON
received	VERB
treatments	NOUN
for	ADP
his	PRON
recurring	VERB
stomach	NOUN
upsets	NOUN
in	ADP
vichy	PROPN
.	PUNCT

#	id	19
the	DET
project	NOUN
was	AUX
by	ADP
giovanni	PROPN
battista	PROPN
foggini	PROPN
and	CCONJ
the	DET
church	NOUN
was	AUX
completed	VERB
a	DET
few	ADJ
years	NOUN
later	ADV
,	PUNCT
but	CCONJ
did	AUX
not	PART
open	VERB
for	ADP
worship	NOUN
until	ADP
1	NUM
.	PUNCT

#	id	20
meritocracy	NOUN
,	PUNCT
the	DET
source	NOUN
of	ADP
power	NOUN
is	AUX
talent	NOUN
.	PUNCT

#	id	21
according	VERB
to	ADP
the	DET
united	PROPN
states	PROPN
census	PROPN
bureau	NOUN
,	PUNCT
the	DET
village	NOUN
has	VERB
a	DET
total	ADJ
area	NOUN
of	ADP
,	PUNCT
all	DET
land	NOUN
.	PUNCT

#	id	22
carlyle	PROPN
mitchell	PROPN
suffered	VERB
an	DET
injury	NOUN
which	PRON
would	AUX
make	VERB
him	PRON
sit	VERB
out	ADP
for	ADP
rest	NOUN
of	ADP
the	DET
season	NOUN
.	PUNCT

#	id	23
the	DET
center	NOUN
developed	VERB
a	DET
number	NOUN
of	ADP
varieties	NOUN
of	ADP
glycine	NOUN
max	NOUN
for	ADP
use	NOUN
in	ADP
different	ADJ
parts	NOUN
of	ADP
the	DET
country	NOUN
.	PUNCT
early	ADJ
maturing	VERB
varieties	NOUN
yielded	VERB
over	ADP
11	NUM
kg	NOUN
/	SYM
ha	NOUN
of	ADP
soybeans	NOUN
.	PUNCT

#	id	24
lanterns	NOUN
may	AUX
also	ADV
be	AUX
used	VERB
for	ADP
signaling	VERB
,	PUNCT
as	ADP
flashlight	NOUN
,	PUNCT
or	CCONJ
as	ADP
general	ADJ
light	ADJ
sources	NOUN
outdoors	ADV
.	PUNCT

#	id	25
tokitaka	ADV
was	VERB
a	DET
father	NOUN
in	ADP
law	NOUN
of	ADP
shimazu	NOUN
yoshihisa	NOUN
.	PUNCT

#	id	26
they	PRON
were	AUX
extensively	ADV
refurbished	VERB
between	ADP
1	NUM
and	CCONJ
1	NUM
by	ADP
eastleigh	PROPN
works	NOUN
,	PUNCT
for	ADP
use	NOUN
on	ADP
services	NOUN
on	ADP
the	DET
isle	NOUN
of	ADP
wight	PROPN
island	PROPN
line	PROPN
isle	PROPN
of	ADP
wight	PROPN
.	PUNCT

#	id	27
it	PRON
is	AUX
known	VERB
from	ADP
a	DET
single	ADJ
specimen	NOUN
found	VERB
off	ADP
the	DET
coast	NOUN
of	ADP
new	PROPN
zealand	PROPN
.	PUNCT

#	id	28
the	DET
ibot	NOUN
is	AUX
a	DET
stable	ADJ
and	CCONJ
mobile	ADJ
powered	VERB
wheelchair	NOUN
that	PRON
balances	VERB
on	ADP
two	NUM
of	ADP
a	DET
total	NOUN
of	ADP
six	NUM
wheels	NOUN
.	PUNCT

#	id	29
you	PRON
are	AUX
my	PRON
sunshine	NOUN
(	PUNCT
with	ADP
sheryl	PROPN
crow	PROPN
&	CCONJ
jon	PROPN
brion	PROPN
)	PUNCT
(	PUNCT
1	NUM
:	SYM
1	NUM
)	PUNCT

#	id	30
the	DET
classic	ADJ
tree	NOUN
paint	NOUN
is	AUX
black	ADJ
,	PUNCT
because	SCONJ
it	PRON
is	AUX
based	VERB
on	ADP
an	DET
asphalt	NOUN
emulsion	NOUN
.	PUNCT

#	id	31
alaungpaya	PROPN
sought	VERB
an	DET
alliance	NOUN
with	ADP
the	DET
east	PROPN
india	PROPN
company	NOUN
and	CCONJ
also	ADV
sought	VERB
out	ADP
more	ADJ
arms	NOUN
,	PUNCT
but	CCONJ
no	DET
alliance	NOUN
or	CCONJ
arms	NOUN
materialized	VERB
.	PUNCT

#	id	32
zara	PROPN
also	ADV
opened	VERB
a	DET
location	NOUN
in	ADP
the	DET
mall	NOUN
in	ADP
1	NUM
.	PUNCT

#	id	33
each	DET
week	NOUN
a	DET
number	NOUN
of	ADP
segments	NOUN
were	AUX
presented	VERB
on	ADP
topics	NOUN
such	ADJ
as	ADP
fishing	NOUN
,	PUNCT
boating	NOUN
and	CCONJ
marine	ADJ
lifestyle	NOUN
with	ADP
the	DET
series	NOUN
shot	VERB
mostly	ADV
in	ADP
australia	PROPN
.	PUNCT

#	id	34
the	DET
franchise	NOUN
was	AUX
put	VERB
up	ADP
for	ADP
sale	NOUN
after	ADP
the	DET
1	NUM
-	SYM
1	NUM
season	NOUN
and	CCONJ
an	DET
ownership	NOUN
group	NOUN
from	ADP
mexico	PROPN
city	NOUN
purchased	VERB
the	DET
franchise	NOUN
over	ADP
two	NUM
other	ADJ
bids	NOUN
.	PUNCT

#	id	35
it	PRON
was	AUX
named	VERB
best	ADJ
sports	NOUN
film	NOUN
of	ADP
all	DET
time	NOUN
by	ADP
usa	PROPN
today	NOUN
and	CCONJ
by	ADP
espn	PROPN
expert	PROPN
panel	NOUN
and	CCONJ
website	NOUN
users	NOUN
.	PUNCT

#	id	36
fairly	ADV
serious	ADJ
in	ADP
content	NOUN
with	ADP
a	DET
focus	NOUN
on	ADP
radical	ADJ
organizing	NOUN
issues	NOUN
,	PUNCT
it	PRON
was	AUX
loosely	ADV
aligned	VERB
with	ADP
the	DET
students	NOUN
for	ADP
a	DET
democratic	ADJ
society	NOUN
movement	NOUN
.	PUNCT

#	id	37
it	PRON
is	AUX
found	VERB
in	ADP
southern	ADJ
romania	PROPN
,	PUNCT
austria	PROPN
,	PUNCT
hungary	PROPN
,	PUNCT
from	ADP
the	DET
former	ADJ
yugoslavia	PROPN
to	ADP
northern	ADJ
greece	PROPN
and	CCONJ
turkey	PROPN
.	PUNCT

#	id	38
fourth	ADJ
round	NOUN
lost	VERB
to	ADP
marion	PROPN
bartoli	PROPN
[	PUNCT
1	NUM
]	PUNCT

#	id	39
the	DET
little	ADJ
prince	NOUN
(	PUNCT
november	PROPN
1	NUM
)	PUNCT
-	PUNCT
girl	NOUN

#	id	40
fly-whisk	NOUN
,	PUNCT
made	VERB
of	ADP
yak	NOUN
tail	NOUN
(	PUNCT
,	PUNCT
thamyi	PROPN
yat	PROPN
)	PUNCT

#	id	41
his	PRON
work	NOUN
has	AUX
been	AUX
shown	VERB
in	ADP
exhibitions	NOUN
at	ADP
museums	NOUN
such	ADJ
as	ADP
the	DET
jordan	PROPN
national	PROPN
gallery	NOUN
of	ADP
fine	ADJ
arts	NOUN
.	PUNCT

#	id	42
married	VERB
1	NUM
(	PUNCT
1	NUM
august	PROPN
)	PUNCT
,	PUNCT
grand	PROPN
duchess	NOUN
xenia	PROPN
alexandrovna	PROPN
of	ADP
russia	PROPN
(	PUNCT
1	NUM
-	SYM
1	NUM
)	PUNCT
;	PUNCT
1	NUM
daughter	NOUN
,	PUNCT
1	NUM
sons	NOUN
.	PUNCT

#	id	43
since	SCONJ
1	NUM
,	PUNCT
he	PRON
has	AUX
been	AUX
the	DET
senior	ADJ
vice	NOUN
president	NOUN
of	ADP
disney	PROPN
television	NOUN
animation	NOUN
(	PUNCT
owned	VERB
by	ADP
the	DET
walt	PROPN
disney	PROPN
company	NOUN
)	PUNCT
.	PUNCT

#	id	44
it	PRON
is	AUX
affiliated	VERB
and	CCONJ
accredited	VERB
to	ADP
university	PROPN
of	ADP
north	PROPN
bengal	PROPN
.	PUNCT

#	id	45
torstein	NOUN
flakne	ADJ
lead	NOUN
vocals	NOUN
,	PUNCT
lead	ADJ
guitar	NOUN
(	PUNCT
1	NUM
-	PUNCT
present	ADJ
)	PUNCT

#	id	46
the	DET
recently	ADV
excavated	VERB
terracotta	NOUN
system	NOUN
is	AUX
located	VERB
along	ADP
the	DET
eastern	ADJ
ground	NOUN
entrance	NOUN
and	CCONJ
is	AUX
well	ADV
preserved	VERB
.	PUNCT

#	id	47
it	PRON
was	AUX
based	VERB
on	ADP
theodore	PROPN
dreiser	NOUN
1	NUM
novel	NOUN
an	DET
american	ADJ
tragedy	NOUN
.	PUNCT

#	id	48
a	DET
new	ADJ
acquisition	NOUN
in	ADP
1	NUM
was	AUX
singer	NOUN
motors	NOUN
.	PUNCT

#	id	49
the	DET
prize	NOUN
was	AUX
instead	ADV
awarded	VERB
to	ADP
the	DET
united	PROPN
kingdom	PROPN
black	ADJ
comedy	NOUN
if	SCONJ
.	PUNCT

#	id	50
olympic	ADJ
coach	NOUN
(	PUNCT
kristy	PROPN
swanson	PROPN
)	PUNCT
trains	VERB
teen	ADJ
diver	NOUN
who	PRON
s	VERB
afraid	ADJ
of	ADP
heights	NOUN
.	PUNCT

#	id	51
her	PRON
students	NOUN
and	CCONJ
mentees	NOUN
include	VERB
concert	NOUN
artists	NOUN
(	PUNCT
jonathan	PROPN
biss	PROPN
and	CCONJ
jeremy	PROPN
denk	PROPN
)	PUNCT
,	PUNCT
competition	NOUN
winners	NOUN
and	CCONJ
university	NOUN
piano	NOUN
faculty	NOUN
.	PUNCT

#	id	52
an	DET
example	NOUN
of	ADP
this	DET
model	NOUN
can	AUX
be	AUX
command-line	ADJ
interface	NOUN
(	PUNCT
eg	SCONJ
copy	NOUN
,	PUNCT
here	ADV
the	DET
action	NOUN
copy	NOUN
is	AUX
specified	VERB
prior	ADV
to	ADP
the	DET
object	NOUN
file	NOUN
)	PUNCT
.	PUNCT

#	id	53
the	DET
first	ADJ
elder	NOUN
they	PRON
present	VERB
their	PRON
argument	NOUN
to	PART
is	AUX
an	DET
old	ADJ
withering	VERB
apricot	NOUN
tree	NOUN
.	PUNCT

#	id	54
luganville	NOUN
is	AUX
the	DET
only	ADJ
true	ADJ
town	NOUN
on	ADP
the	DET
island	NOUN
;	PUNCT
the	DET
rest	NOUN
of	ADP
the	DET
island	NOUN
is	AUX
dotted	ADJ
with	ADP
small	ADJ
villages	NOUN
.	PUNCT

#	id	55
thomas	PROPN
scrubb	PROPN
(	PUNCT
born	VERB
1	NUM
)	PUNCT
,	PUNCT
professional	ADJ
basketball	NOUN
player	NOUN

#	id	56
on	ADP
telegram	NOUN
,	PUNCT
a	DET
white	ADJ
supremacist	ADJ
channel	NOUN
encouraged	VERB
members	NOUN
to	PART
distribute	VERB
the	DET
propaganda	NOUN
.	PUNCT

#	id	57
sephardim	PROPN
do	AUX
not	PART
put	VERB
on	ADP
tefillin	NOUN
during	ADP
hol	NOUN
ha	INTJ
mo	PROPN
ed	PROPN
(	PUNCT
the	DET
middle	ADJ
days	NOUN
of	ADP
festivals	NOUN
)	PUNCT
.	PUNCT

#	id	58
upon	SCONJ
publication	NOUN
a	DET
review	NOUN
by	ADP
the	DET
poet	NOUN
kenneth	PROPN
rexroth	PROPN
appeared	VERB
in	ADP
the	DET
new	PROPN
york	PROPN
times	NOUN
.	PUNCT

#	id	59
ayen	NOUN
is	AUX
located	VERB
some	DET
1	NUM
km	NOUN
north	ADV
west	NOUN
of	ADP
brive-la-gaillarde	NOUN
and	CCONJ
1	NUM
km	NOUN
west	ADV
of	ADP
objat	NOUN
.	PUNCT

#	id	60
emi	PROPN
,	PUNCT
a	DET
music	NOUN
and	CCONJ
electronics	NOUN
group	NOUN
of	ADP
companies	NOUN

#	id	61
auxiliary	ADJ
troops	NOUN
called	VERB
sipahi	PROPN
were	AUX
also	ADV
present	ADJ
.	PUNCT

#	id	62
she	PRON
started	VERB
playing	VERB
squash	PROPN
in	ADP
england	PROPN
at	ADP
age	NOUN
1	NUM
.	PUNCT

#	id	63
he	PRON
also	ADV
directed	VERB
the	DET
comedy	NOUN
big	ADJ
trouble	NOUN
,	PUNCT
after	ADP
which	PRON
he	PRON
made	VERB
his	PRON
most	ADV
successful	ADJ
film	NOUN
sequel	NOUN
to	ADP
that	DET
point	NOUN
,	PUNCT
men	NOUN
in	ADP
black	PROPN
ii	PROPN
.	PUNCT

#	id	64
ricci	PROPN
tried	VERB
an	DET
escape	NOUN
manoeuver	NOUN
,	PUNCT
but	CCONJ
was	AUX
thwarted	VERB
by	ADP
a	DET
mini	NOUN
casually	ADV
parked	VERB
at	ADP
the	DET
crossroad	NOUN
.	PUNCT

#	id	65
pelit	NOUN
gave	VERB
the	DET
game	NOUN
1	NUM
out	ADP
of	ADP
1	NUM
.	PUNCT

#	id	66
file	NOUN
:	PUNCT
mf	PROPN
rxpressen	PROPN
.	PUNCT
1	X
.	PUNCT
jpg	PROPN
|	NOUN
m	NOUN
/	SYM
f	PROPN
rxpressen	ADJ
,	PUNCT
1	NUM
marstal	ADJ
rudkbing	NOUN

#	id	67
this	DET
bitter	ADJ
,	PUNCT
bold	ADJ
taste	NOUN
herbal	ADJ
liqueur	NOUN
is	AUX
mainly	ADV
consumed	VERB
as	ADP
an	DET
aperitif	NOUN
before	ADP
meals	NOUN
or	CCONJ
a	DET
digestif	NOUN
after	ADP
meals	NOUN
.	PUNCT

#	id	68
curitiba	PROPN
was	AUX
recently	ADV
recommended	VERB
by	ADP
unesco	PROPN
as	ADP
a	DET
model	NOUN
for	ADP
the	DET
reconstruction	NOUN
of	ADP
the	DET
cities	NOUN
of	ADP
afghanistan	PROPN
.	PUNCT

#	id	69
according	VERB
to	ADP
the	DET
united	PROPN
states	PROPN
census	PROPN
bureau	NOUN
,	PUNCT
the	DET
township	NOUN
has	VERB
a	DET
total	ADJ
area	NOUN
of	ADP
,	PUNCT
of	ADP
which	PRON
is	AUX
land	NOUN
and	CCONJ
is	AUX
water	NOUN
.	PUNCT

#	id	70
sandbox	NOUN
and	CCONJ
delivery	NOUN
pipe	NOUN
of	ADP
a	DET
db	ADJ
class	NOUN
1	NUM

#	id	71
the	DET
incumbent	ADJ
local	ADJ
exchange	NOUN
carrier	NOUN
for	ADP
the	DET
area	NOUN
codes	NOUN
is	AUX
bell	PROPN
mts	PROPN
.	PUNCT

#	id	72
he	PRON
was	AUX
also	ADV
a	DET
member	NOUN
of	ADP
the	DET
carolina	PROPN
panthers	PROPN
and	CCONJ
pittsburgh	PROPN
steelers	NOUN
in	ADP
the	DET
national	ADJ
football	NOUN
league	NOUN
.	PUNCT

#	id	73
at	ADP
the	DET
beginning	NOUN
of	ADP
1	NUM
a	DET
tram	NOUN
arrived	VERB
in	ADP
the	DET
city	NOUN
centre	NOUN
.	PUNCT

#	id	74
portions	NOUN
of	ADP
the	DET
report	NOUN
were	AUX
copied	VERB
,	PUNCT
without	ADP
attribution	NOUN
,	PUNCT
from	ADP
a	DET
1	NUM
article	NOUN
in	ADP
mother	NOUN
jones	PROPN
.	PUNCT

#	id	75
in	ADP
1	NUM
he	PRON
studied	VERB
for	ADP
a	DET
year	NOUN
at	ADP
glasgow	PROPN
school	NOUN
of	ADP
art	NOUN
.	PUNCT

#	id	76
the	DET
king	NOUN
also	ADV
inaugurated	VERB
the	DET
king	PROPN
abdullah	PROPN
university	PROPN
of	ADP
science	NOUN
and	CCONJ
technology	NOUN
(	PUNCT
kaust	PROPN
)	PUNCT
.	PUNCT

#	id	77
converting	VERB
the	DET
service	NOUN
bays	NOUN
into	ADP
a	DET
convenience	NOUN
store	NOUN
in	ADP
the	DET
1s	NOUN
and	CCONJ
1s	PROPN
was	AUX
common	ADJ
while	SCONJ
still	ADV
selling	VERB
fuel	NOUN
.	PUNCT

#	id	78
they	PRON
also	ADV
mentioned	VERB
that	SCONJ
this	PRON
would	AUX
benefit	VERB
france	PROPN
influence	NOUN
in	ADP
the	DET
region	NOUN
.	PUNCT

#	id	79
his	PRON
son	NOUN
,	PUNCT
jeremy	PROPN
duchesne	PROPN
,	PUNCT
is	AUX
a	DET
former	ADJ
goaltending	NOUN
prospect	NOUN
for	ADP
the	DET
philadelphia	PROPN
flyers	NOUN
.	PUNCT

#	id	80
the	DET
records	NOUN
manager	NOUN
generally	ADV
provides	VERB
expertise	NOUN
in	ADP
records	NOUN
management	NOUN
,	PUNCT
constituting	VERB
knowledge	NOUN
areas	NOUN
of	ADP
:	PUNCT

#	id	81
the	DET
deluxe	PROPN
limited	PROPN
edition	NOUN
of	ADP
the	DET
album	NOUN
includes	VERB
a	DET
bonus	NOUN
track	NOUN
and	CCONJ
a	DET
bonus	NOUN
dvd	NOUN
containing	VERB
a	DET
look	NOUN
behind	ADP
the	DET
scenes	NOUN
and	CCONJ
special	ADJ
bonus	NOUN
footage	NOUN
.	PUNCT

#	id	82
bennett	PROPN
,	PUNCT
however	ADV
,	PUNCT
had	AUX
been	AUX
nicknamed	VERB
after	ADP
the	DET
charlie	PROPN
chaplin	PROPN
since	SCONJ
his	PRON
youth	NOUN
.	PUNCT

#	id	83
small	ADJ
fish	NOUN
and	CCONJ
shrimp	NOUN
(	PUNCT
used	VERB
in	ADP
the	DET
fish	NOUN
trade	NOUN
;	PUNCT
most	ADJ
people	NOUN
say	VERB
hiki	PROPN
instead	ADV
)	PUNCT

#	id	84
improvements	NOUN
were	AUX
made	VERB
in	ADP
june	PROPN
/	SYM
july	PROPN
1	NUM
to	ADP
the	DET
website	NOUN
version	NOUN
to	PART
incorporate	VERB
subtitles	NOUN
and	CCONJ
citv	NOUN
programming	NOUN
.	PUNCT

#	id	85
he	PRON
then	ADV
moved	VERB
onto	ADP
london	PROPN
lbc	PROPN
programming	NOUN
an	DET
all	DET
talk	NOUN
and	CCONJ
phone	NOUN
in	ADP
format	NOUN
with	ADP
which	PRON
he	PRON
had	AUX
become	VERB
so	ADV
familiar	ADJ
.	PUNCT

#	id	86
rock	NOUN
monster	NOUN
(	PUNCT
director	NOUN
/	SYM
writer	NOUN
)	PUNCT

#	id	87
he	PRON
was	AUX
elected	VERB
as	ADP
the	DET
mayor	NOUN
of	ADP
saint-gilles	NOUN
in	ADP
1	NUM
.	PUNCT

#	id	88
1	NUM
mission	NOUN
impossible	ADJ
(	PUNCT
tv	NOUN
series	NOUN
)	PUNCT
1	NUM
episode	NOUN

#	id	89
amy	PROPN
aquino	PROPN
,	PUNCT
film	NOUN
and	CCONJ
television	NOUN
actress	NOUN

#	id	90
for	ADP
example	NOUN
,	PUNCT
if	SCONJ
the	DET
potential	ADJ
difference	NOUN
across	ADP
a	DET
capacitor	NOUN
is	AUX
halved	VERB
,	PUNCT
the	DET
quantity	NOUN
of	ADP
charge	NOUN
stored	VERB
by	ADP
that	DET
capacitor	NOUN
will	AUX
also	ADV
be	AUX
halved	VERB
.	PUNCT

#	id	91
after	ADP
a	DET
series	NOUN
of	ADP
civil	ADJ
jobs	NOUN
he	PRON
settled	VERB
in	ADP
kristiansand	NOUN
in	ADP
1	NUM
as	ADP
a	DET
postmaster	NOUN
.	PUNCT

#	id	92
one	NUM
bad	ADJ
characteristic	NOUN
of	ADP
httrack	NOUN
is	AUX
that	SCONJ
it	PRON
renames	VERB
files	NOUN
during	ADP
the	DET
archiving	NOUN
,	PUNCT
so	CCONJ
the	DET
original	ADJ
structure	NOUN
of	ADP
the	DET
website	NOUN
is	AUX
lost	VERB
,	PUNCT
as	ADV
well	ADV
file	VERB
names	NOUN
.	PUNCT

#	id	93
enstrom	PROPN
helicopter	PROPN
corporation	NOUN
,	PUNCT
makers	NOUN
of	ADP
several	ADJ
small	ADJ
helicopter	NOUN
designs	NOUN

#	id	94
calkins	VERB
research	NOUN
was	AUX
cited	VERB
by	ADP
sigmund	PROPN
freud	PROPN
when	SCONJ
he	PRON
created	VERB
his	PRON
conception	NOUN
of	ADP
the	DET
dream	NOUN
.	PUNCT

#	id	95
february	PROPN
1	NUM
-	PUNCT
shoichiro	NOUN
toyoda	PROPN
,	PUNCT
business	NOUN
executive	NOUN

#	id	96
ten	NUM
years	NOUN
later	ADV
fruehauf	PROPN
trailer	PROPN
corporation	NOUN
experimented	VERB
with	ADP
tractor	NOUN
trailers	NOUN
.	PUNCT

#	id	97
the	DET
middle	NOUN
(	PUNCT
set	VERB
in	ADP
fictional	ADJ
town	NOUN
of	ADP
orson	PROPN
)	PUNCT

#	id	98
the	DET
book	NOUN
also	ADV
became	VERB
the	DET
basis	NOUN
for	ADP
a	DET
weekly	ADJ
television	NOUN
series	NOUN
on	ADP
nbc	PROPN
that	PRON
ran	VERB
for	ADP
1	NUM
weeks	NOUN
in	ADP
1	NUM
.	PUNCT

#	id	99
ortiz	PROPN
has	AUX
said	VERB
that	SCONJ
,	PUNCT
as	ADP
a	DET
child	NOUN
,	PUNCT
watching	VERB
perry	PROPN
mason	PROPN
on	ADP
television	NOUN
inspired	VERB
her	PRON
to	PART
become	VERB
a	DET
lawyer	NOUN
.	PUNCT

#	id	100
microsoft	PROPN
windows	PROPN
11	NUM
,	PUNCT
little	ADV
known	VERB
and	CCONJ
little	ADJ
used	VERB
at	ADP
the	DET
time	NOUN
,	PUNCT
would	AUX
not	PART
run	VERB
in	ADP
this	DET
environment	NOUN
.	PUNCT

#	id	101
falloon	NOUN
played	VERB
with	ADP
the	DET
south	PROPN
sydney	PROPN
rabbitohs	PROPN
for	ADP
1	NUM
seasons	NOUN
making	VERB
1	NUM
appearances	NOUN
.	PUNCT

#	id	102
he	PRON
earned	VERB
a	DET
total	NOUN
of	ADP
nine	NUM
caps	NOUN
for	ADP
ireland	PROPN
national	PROPN
under-1	PROPN
rugby	NOUN
union	NOUN
team	NOUN
,	PUNCT
scoring	VERB
a	DET
single	ADJ
try	NOUN
.	PUNCT

#	id	103
john	PROPN
blacking	VERB
was	AUX
another	DET
ethnomusicologist	NOUN
who	PRON
sought	VERB
to	PART
create	VERB
an	DET
ethnomusicological	ADJ
parallel	NOUN
to	ADP
linguistic	ADJ
models	NOUN
of	ADP
analysis	NOUN
.	PUNCT

#	id	104
the	DET
powertrain	NOUN
delivers	VERB
enough	ADJ
torque	NOUN
to	ADP
the	DET
wheel	NOUN
to	PART
overcome	VERB
stationary	ADJ
forces	NOUN
,	PUNCT
resulting	VERB
in	ADP
the	DET
vehicle	NOUN
moving	VERB
forwards	ADV
or	CCONJ
backwards	ADV
.	PUNCT

#	id	105
abbreviation	NOUN
for	ADP
the	DET
las	PROPN
vegas	PROPN
raiders	NOUN
of	ADP
the	DET
national	PROPN
football	NOUN
league	NOUN

#	id	106
the	DET
show	NOUN
brought	VERB
the	DET
band	NOUN
back	ADV
and	CCONJ
got	VERB
them	PRON
attention	NOUN
from	ADP
record	NOUN
labels	NOUN
like	ADP
century	NOUN
media	NOUN
records	NOUN
and	CCONJ
victory	NOUN
records	NOUN
.	PUNCT

#	id	107
he	PRON
was	AUX
the	DET
first	ADJ
principality	NOUN
of	ADP
terebovlia	PROPN
from	ADP
1	NUM
.	PUNCT

#	id	108
